CaseNum,Status_Short,Date,Status
2090171443,0-Received,"September 24, 2020",Fingerprint Fee Was Received
2090171513,0-Received,"September 24, 2020",Fingerprint Fee Was Received
2090171516,0-Received,"September 24, 2020",Fingerprint Fee Was Received
2090171552,0-Received,"November 4, 2020",Case Was Transferred
2090171801,0-Received,"September 25, 2020",Fingerprint Fee Was Received
2090171917,0-Received,"September 25, 2020",Fingerprint Fee Was Received
2090171966,0-Received,"September 26, 2020",Fingerprint Fee Was Received
2090172020,0-Received,"September 26, 2020",Fingerprint Fee Was Received
2090172023,0-Received,"September 26, 2020",Fingerprint Fee Was Received
2090172027,0-Received,"September 26, 2020",Fingerprint Fee Was Received
2090172039,0-Received,"September 26, 2020",Fingerprint Fee Was Received
2090172041,0-Received,"September 26, 2020",Fingerprint Fee Was Received
2090172043,0-Received,"September 26, 2020",Fingerprint Fee Was Received
2090172045,0-Received,"September 26, 2020",Fingerprint Fee Was Received
2090172064,0-Received,"September 26, 2020",Fingerprint Fee Was Received
2090172067,0-Received,"September 26, 2020",Fingerprint Fee Was Received
2090172491,0-Received,"September 28, 2020",Fingerprint Fee Was Received
2090172495,4-Approved,"April 27, 2021",Case Was Approved
2090172497,7-Withdrawn,"March 2, 2021",Withdrawal Acknowledged
2090172639,0-Received,"September 29, 2020",Fingerprint Fee Was Received
2090172647,0-Received,"September 29, 2020",Fingerprint Fee Was Received
2090173079,8-Rejected,"September 29, 2020",Rejected-Improperly Filed
2090173174,0-Received,"September 30, 2020",Fingerprint Fee Was Received
2090173185,0-Received,"November 20, 2020",Case Was Transferred
2090173188,0-Received,"November 20, 2020",Case Was Transferred
2090173191,0-Received,"November 20, 2020",Case Was Transferred
2090173194,0-Received,"November 20, 2020",Case Was Transferred
2090173197,0-Received,"November 20, 2020",Case Was Transferred
2090173467,1-Fingerprint-taken,"March 6, 2021",Fingerprints Taken
2090173469,0-Received,"November 3, 2020",Case Was Transferred
2090173494,0-Received,"September 30, 2020",Fingerprint Fee Was Received
2090173555,8-Rejected,"September 30, 2020",Rejected-Improperly Filed
2090173581,0-Received,"September 30, 2020",Fingerprint Fee Was Received
2090173584,0-Received,"September 30, 2020",Fingerprint Fee Was Received
2090173587,0-Received,"September 30, 2020",Fingerprint Fee Was Received
2090003860,4-Approved,"April 28, 2021",Case Was Approved
2090009699,2b-Expedite,"April 20, 2021",Expedite Request Denied
2090009701,2b-Expedite,"April 20, 2021",Expedite Request Denied
2090009704,2b-Expedite,"April 23, 2021",Expedite Request Denied
2090009707,2b-Expedite,"April 20, 2021",Expedite Request Denied
2090009709,2b-Expedite,"April 23, 2021",Expedite Request Denied
2090039033,4-Approved,"April 28, 2021",Case Was Approved
2090040632,4-Approved,"April 28, 2021",Case Was Approved
2090040635,4-Approved,"April 28, 2021",Case Was Approved
2090041468,4-Approved,"April 28, 2021",Case Was Approved
2090041983,4-Approved,"April 28, 2021",Case Was Approved
2090043102,9-Others,"February 6, 2020",Notice Returned
2090043524,4-Approved,"April 28, 2021",Case Was Approved
2090044959,4-Approved,"April 28, 2021",Case Was Approved
2090052483,9-Others,"October 27, 2020",Notice Returned
2090053422,9-Others,"November 16, 2020",Notice Returned
2090054741,2b-Expedite,"April 19, 2021",Expedite Request Denied
2090054744,2b-Expedite,"April 19, 2021",Expedite Request Denied
2090055924,4-Approved,"April 28, 2021",Case Was Approved
2090061833,9-Others,"August 19, 2020",Notice Returned
2090063714,2b-Expedite,"April 28, 2021",Expedite Request Received
2090068080,9-Others,"November 18, 2020",Notice Returned
2090079460,4-Approved,"April 28, 2021",Case Was Approved
2090079463,4-Approved,"April 28, 2021",Case Was Approved
2090086871,9-Others,"January 15, 2021",Notice Returned
2090087483,9-Others,"February 12, 2021",Notice Returned
2090087500,9-Others,"December 7, 2020",Notice Returned
2090089272,9-Others,"October 1, 2020",Notice Returned
2090089882,9-Others,"March 23, 2021",Notice Returned
2090090820,0-Received,"April 28, 2021",Case Was Transferred
2090090823,0-Received,"April 28, 2021",Case Was Transferred
2090092090,9-Others,"March 30, 2021",Notice Returned
2090094888,9-Others,"January 12, 2021",Notice Returned
2090098201,9-Others,"April 5, 2021",Notice Returned
2090099688,9-Others,"March 1, 2021",Notice Returned
2090112496,4-Approved,"April 28, 2021",Case Was Approved
2090112499,4-Approved,"April 28, 2021",Case Was Approved
2090009574,4-Approved,"April 28, 2021",Card Was Delivered
2090009693,2a-RFE,"April 28, 2021",RFE Sent
2090037015,2a-RFE,"April 28, 2021",RFE Sent
2090037018,2a-RFE,"April 28, 2021",RFE Sent
2090045428,2a-RFE,"April 28, 2021",RFE Sent
2090045431,2a-RFE,"April 28, 2021",RFE Sent
2090045434,2a-RFE,"April 28, 2021",RFE Sent
2090047261,2a-RFE,"April 28, 2021",RFE Sent
2090047485,4-Approved,"April 28, 2021",Card Was Delivered
2090052486,4-Approved,"April 28, 2021",New Card Is Being Produced
2090052489,4-Approved,"April 28, 2021",New Card Is Being Produced
2090052492,4-Approved,"April 28, 2021",New Card Is Being Produced
2090052495,4-Approved,"April 28, 2021",New Card Is Being Produced
2090052973,2a-RFE,"April 28, 2021",RFE Sent
2090055893,4-Approved,"April 28, 2021",Card Was Delivered
2090060150,2a-RFE,"April 28, 2021",RFE Sent
2090062545,2a-RFE,"April 28, 2021",RFE Sent
2090062548,2a-RFE,"April 28, 2021",RFE Sent
2090062551,2a-RFE,"April 28, 2021",RFE Sent
2090068045,2a-RFE,"April 28, 2021",RFE Responded
2090069661,4-Approved,"April 28, 2021",Card Was Delivered
2090069664,4-Approved,"April 28, 2021",Card Was Delivered
2090069667,4-Approved,"April 28, 2021",Card Was Delivered
2090069670,4-Approved,"April 28, 2021",Card Was Delivered
2090078835,4-Approved,"April 28, 2021",New Card Is Being Produced
2090088235,2a-RFE,"April 28, 2021",RFE Sent
2090121427,2a-RFE,"April 28, 2021",RFE Sent
2090009574,4-Approved,"April 28, 2021",Card Was Delivered
2090009693,2a-RFE,"April 28, 2021",RFE Sent
2090021294,4-Approved,"April 28, 2021",Card Was Delivered
2090037015,2a-RFE,"April 28, 2021",RFE Sent
2090037018,2a-RFE,"April 28, 2021",RFE Sent
2090045428,2a-RFE,"April 28, 2021",RFE Sent
2090045431,2a-RFE,"April 28, 2021",RFE Sent
2090045434,2a-RFE,"April 28, 2021",RFE Sent
2090047239,4-Approved,"April 28, 2021",Card Was Delivered
2090047242,4-Approved,"April 28, 2021",Card Was Delivered
2090047261,2a-RFE,"April 28, 2021",RFE Sent
2090047485,4-Approved,"April 28, 2021",Card Was Delivered
2090052486,4-Approved,"April 28, 2021",New Card Is Being Produced
2090052489,4-Approved,"April 28, 2021",New Card Is Being Produced
2090052492,4-Approved,"April 28, 2021",New Card Is Being Produced
2090052495,4-Approved,"April 28, 2021",New Card Is Being Produced
2090052973,2a-RFE,"April 28, 2021",RFE Sent
2090053996,4-Approved,"April 28, 2021",New Card Is Being Produced
2090053999,4-Approved,"April 28, 2021",New Card Is Being Produced
2090055893,4-Approved,"April 28, 2021",Card Was Delivered
2090060150,2a-RFE,"April 28, 2021",RFE Sent
2090062545,2a-RFE,"April 28, 2021",RFE Sent
2090062548,2a-RFE,"April 28, 2021",RFE Sent
2090062551,2a-RFE,"April 28, 2021",RFE Sent
2090068045,2a-RFE,"April 28, 2021",RFE Responded
2090069661,4-Approved,"April 28, 2021",Card Was Delivered
2090069664,4-Approved,"April 28, 2021",Card Was Delivered
2090069667,4-Approved,"April 28, 2021",Card Was Delivered
2090069670,4-Approved,"April 28, 2021",Card Was Delivered
2090078835,4-Approved,"April 28, 2021",New Card Is Being Produced
2090079102,2a-RFE,"April 28, 2021",RFE Sent
2090086842,1-Fingerprint-taken,"April 28, 2021",Fingerprints Taken
2090088235,2a-RFE,"April 28, 2021",RFE Sent
2090121427,2a-RFE,"April 28, 2021",RFE Sent
2090052486,4-Approved,"April 29, 2021",Case Was Approved
2090052489,4-Approved,"April 29, 2021",Case Was Approved
2090052492,4-Approved,"April 29, 2021",Case Was Approved
2090052495,4-Approved,"April 29, 2021",Case Was Approved
2090053996,4-Approved,"April 29, 2021",Case Was Approved
2090053999,4-Approved,"April 29, 2021",Case Was Approved
2090063714,2b-Expedite,"April 29, 2021",Expedite Request Denied
2090078835,4-Approved,"April 29, 2021",Case Was Approved
2090009701,2b-Expedite,"April 29, 2021",Expedite Request Received
2090017524,4-Approved,"April 29, 2021",Card Was Mailed To Me
2090018375,4-Approved,"April 29, 2021",New Card Is Being Produced
2090018378,4-Approved,"April 29, 2021",New Card Is Being Produced
2090041301,2a-RFE,"April 29, 2021",RFE Sent
2090041840,2a-RFE,"April 29, 2021",RFE Sent
2090044208,4-Approved,"April 29, 2021",New Card Is Being Produced
2090044211,4-Approved,"April 29, 2021",New Card Is Being Produced
2090044214,4-Approved,"April 29, 2021",New Card Is Being Produced
2090044888,4-Approved,"April 29, 2021",Card Was Delivered
2090044891,4-Approved,"April 29, 2021",Card Was Delivered
2090050822,2a-RFE,"April 29, 2021",RFE Sent
2090051768,2a-RFE,"April 29, 2021",RFE Sent
2090067000,4-Approved,"April 29, 2021",New Card Is Being Produced
2090067003,2a-RFE,"April 29, 2021",RFE Sent
2090067005,4-Approved,"April 29, 2021",New Card Is Being Produced
2090067008,4-Approved,"April 29, 2021",New Card Is Being Produced
2090085661,4-Approved,"April 29, 2021",Card Was Delivered
2090085664,4-Approved,"April 29, 2021",Card Was Delivered
2090090817,0-Received,"April 29, 2021",Case Was Transferred
2090120525,4-Approved,"April 29, 2021",Card Was Delivered
2090165331,4-Approved,"April 29, 2021",Card Was Delivered
2090165334,4-Approved,"April 29, 2021",Card Was Delivered
2090171206,2b-Expedite,"April 29, 2021",Expedite Request Denied
2090171209,2b-Expedite,"April 29, 2021",Expedite Request Received
2090171212,2b-Expedite,"April 29, 2021",Expedite Request Received
2090172495,4-Approved,"April 29, 2021",Card Was Mailed To Me
2090006664,2a-RFE,"April 29, 2021",RFE Sent
2090006667,2a-RFE,"April 29, 2021",RFE Sent
2090042405,4-Approved,"April 29, 2021",New Card Is Being Produced
2090042408,4-Approved,"April 29, 2021",New Card Is Being Produced
2090044815,4-Approved,"April 29, 2021",New Card Is Being Produced
2090045091,4-Approved,"April 29, 2021",New Card Is Being Produced
2090045130,2a-RFE,"April 29, 2021",RFE Sent
2090045633,2a-RFE,"April 29, 2021",RFE Responded
2090045721,2a-RFE,"April 29, 2021",RFE Responded
2090045724,2a-RFE,"April 29, 2021",RFE Responded
2090048940,2a-RFE,"April 29, 2021",RFE Sent
2090049572,2a-RFE,"April 29, 2021",RFE Sent
2090049575,2a-RFE,"April 29, 2021",RFE Sent
2090049810,4-Approved,"April 29, 2021",New Card Is Being Produced
2090049813,4-Approved,"April 29, 2021",New Card Is Being Produced
2090052621,2a-RFE,"April 29, 2021",RFE Sent
2090052976,4-Approved,"April 29, 2021",New Card Is Being Produced
2090061833,4-Approved,"April 29, 2021",New Card Is Being Produced
2090061836,4-Approved,"April 29, 2021",New Card Is Being Produced
2090078869,4-Approved,"April 29, 2021",Card Was Delivered
2090094625,1-Fingerprint-taken,"April 29, 2021",Fingerprints Taken
2090094728,1-Fingerprint-taken,"April 29, 2021",Fingerprints Taken
2090003860,4-Approved,"April 30, 2021",Card Was Mailed To Me
2090018375,4-Approved,"April 30, 2021",Case Was Approved
2090018378,4-Approved,"April 30, 2021",Case Was Approved
2090039033,4-Approved,"April 30, 2021",Card Was Mailed To Me
2090040632,4-Approved,"April 30, 2021",Card Was Mailed To Me
2090040635,4-Approved,"April 30, 2021",Card Was Mailed To Me
2090041468,4-Approved,"April 30, 2021",Card Was Mailed To Me
2090041983,4-Approved,"April 30, 2021",Card Was Mailed To Me
2090042405,4-Approved,"April 30, 2021",Case Was Approved
2090042408,4-Approved,"April 30, 2021",Case Was Approved
2090043099,2a-RFE,"April 30, 2021",RFE Sent
2090043102,2a-RFE,"April 30, 2021",RFE Sent
2090043524,4-Approved,"April 30, 2021",Card Was Mailed To Me
2090044208,4-Approved,"April 30, 2021",Case Was Approved
2090044211,4-Approved,"April 30, 2021",Case Was Approved
2090044214,4-Approved,"April 30, 2021",Case Was Approved
2090044815,4-Approved,"April 30, 2021",Case Was Approved
2090044959,4-Approved,"April 30, 2021",Card Was Mailed To Me
2090045091,4-Approved,"April 30, 2021",Case Was Approved
2090047151,2a-RFE,"April 30, 2021",RFE Sent
2090049810,4-Approved,"April 30, 2021",Case Was Approved
2090049813,4-Approved,"April 30, 2021",Case Was Approved
2090052969,4-Approved,"April 30, 2021",New Card Is Being Produced
2090052976,4-Approved,"April 30, 2021",Case Was Approved
2090054154,2a-RFE,"April 30, 2021",RFE Sent
2090055068,2a-RFE,"April 30, 2021",RFE Responded
2090055841,4-Approved,"April 30, 2021",New Card Is Being Produced
2090055924,4-Approved,"April 30, 2021",Card Was Mailed To Me
2090056884,2a-RFE,"April 30, 2021",RFE Sent
2090057963,2c-UpdateInfo,"April 30, 2021",Name Was Updated
2090061833,4-Approved,"April 30, 2021",Case Was Approved
2090061836,4-Approved,"April 30, 2021",Case Was Approved
2090067000,4-Approved,"April 30, 2021",Case Was Approved
2090067005,4-Approved,"April 30, 2021",Case Was Approved
2090067008,4-Approved,"April 30, 2021",Case Was Approved
2090067161,4-Approved,"April 30, 2021",Card Was Delivered
2090067164,4-Approved,"April 30, 2021",Card Was Delivered
2090067167,4-Approved,"April 30, 2021",Card Was Delivered
2090074679,4-Approved,"April 30, 2021",Card Was Delivered
2090074682,4-Approved,"April 30, 2021",Card Was Delivered
2090074685,4-Approved,"April 30, 2021",Card Was Delivered
2090074688,4-Approved,"April 30, 2021",Card Was Delivered
2090074695,4-Approved,"April 30, 2021",Card Was Delivered
2090079460,4-Approved,"April 30, 2021",Card Was Mailed To Me
2090079463,4-Approved,"April 30, 2021",Card Was Mailed To Me
2090089873,4-Approved,"April 30, 2021",Card Was Delivered
2090098795,4-Approved,"April 30, 2021",New Card Is Being Produced
2090098798,4-Approved,"April 30, 2021",New Card Is Being Produced
2090098801,4-Approved,"April 30, 2021",New Card Is Being Produced
2090098804,4-Approved,"April 30, 2021",New Card Is Being Produced
2090112496,4-Approved,"April 30, 2021",Card Was Mailed To Me
2090112499,4-Approved,"April 30, 2021",Card Was Mailed To Me
2090142713,4-Approved,"April 30, 2021",Card Was Delivered
2090142716,4-Approved,"April 30, 2021",Card Was Delivered
2090042153,4-Approved,"May 1, 2021",Card Was Delivered
2090042563,2a-RFE,"April 30, 2021",RFE Responded
2090042565,2a-RFE,"April 30, 2021",RFE Responded
2090046244,4-Approved,"April 30, 2021",Card Was Delivered
2090052966,4-Approved,"April 30, 2021",New Card Is Being Produced
2090071539,4-Approved,"April 30, 2021",New Card Is Being Produced
2090099788,1-Fingerprint-taken,"May 1, 2021",Fingerprints Taken
2090099791,1-Fingerprint-taken,"April 30, 2021",Fingerprints Taken
2090133779,2a-RFE,"April 30, 2021",RFE Responded
2090017524,4-Approved,"May 1, 2021",Card Was Delivered
2090005110,3-Interview,"February 27, 2020",Interview Was Ready
2090020346,3-Interview,"April 6, 2021",Interview Was Ready
2090020349,3-Interview,"April 6, 2021",Interview Was Ready
2090099785,1-Fingerprint-taken,"May 1, 2021",Fingerprints Taken
2090155067,3-Interview,"November 5, 2020",Interview Was Ready
2090064627,2b-Expedite,"May 3, 2021",Expedite Request Received
2090052486,4-Approved,"May 3, 2021",Card Was Mailed To Me
2090052489,4-Approved,"May 3, 2021",Card Was Mailed To Me
2090052492,4-Approved,"May 3, 2021",Card Was Mailed To Me
2090052495,4-Approved,"May 3, 2021",Card Was Mailed To Me
2090052966,4-Approved,"May 3, 2021",Case Was Approved
2090052969,4-Approved,"May 3, 2021",Case Was Approved
2090053996,4-Approved,"May 3, 2021",Card Was Mailed To Me
2090053999,4-Approved,"May 3, 2021",Card Was Mailed To Me
2090055841,4-Approved,"May 3, 2021",Case Was Approved
2090071539,4-Approved,"May 3, 2021",Case Was Approved
2090078835,4-Approved,"May 3, 2021",Card Was Mailed To Me
2090090863,1-Fingerprint-taken,"May 3, 2021",Fingerprints Taken
2090098795,4-Approved,"May 3, 2021",Case Was Approved
2090098798,4-Approved,"May 3, 2021",Case Was Approved
2090098801,4-Approved,"May 3, 2021",Case Was Approved
2090098804,4-Approved,"May 3, 2021",Case Was Approved
2090100798,2b-Expedite,"May 3, 2021",Expedite Request Denied
2090172495,4-Approved,"May 3, 2021",Card Was Delivered
2090041967,4-Approved,"May 3, 2021",New Card Is Being Produced
2090044300,4-Approved,"May 3, 2021",New Card Is Being Produced
2090045060,4-Approved,"May 3, 2021",New Card Is Being Produced
2090052118,4-Approved,"May 3, 2021",New Card Is Being Produced
2090090866,1-Fingerprint-taken,"May 3, 2021",Fingerprints Taken
2090103302,1-Fingerprint-taken,"May 3, 2021",Fingerprints Taken
2090107446,1-Fingerprint-taken,"May 3, 2021",Fingerprints Taken
2090056153,2a-RFE,"May 3, 2021",RFE Sent
2090056156,2a-RFE,"May 3, 2021",RFE Sent
2090058969,2a-RFE,"May 3, 2021",RFE Sent
2090058972,2a-RFE,"May 3, 2021",RFE Sent
2090058975,2a-RFE,"May 3, 2021",RFE Sent
2090058978,2a-RFE,"May 3, 2021",RFE Sent
2090088195,1-Fingerprint-taken,"May 3, 2021",Fingerprints Taken
2090090625,1-Fingerprint-taken,"May 4, 2021",Fingerprints Taken
2090095104,1-Fingerprint-taken,"May 3, 2021",Fingerprints Taken
2090095284,1-Fingerprint-taken,"May 3, 2021",Fingerprints Taken
2090100011,1-Fingerprint-taken,"May 3, 2021",Fingerprints Taken
2090107452,1-Fingerprint-taken,"May 3, 2021",Fingerprints Taken
2090171298,1-Fingerprint-taken,"May 3, 2021",Fingerprints Taken
2090171301,1-Fingerprint-taken,"May 3, 2021",Fingerprints Taken
2090041967,4-Approved,"May 4, 2021",Case Was Approved
2090044300,4-Approved,"May 4, 2021",Case Was Approved
2090045060,4-Approved,"May 4, 2021",Case Was Approved
2090052118,4-Approved,"May 4, 2021",Case Was Approved
2090068066,4-Denied,"May 4, 2021",Case Was Denied
2090003864,4-Approved,"May 4, 2021",New Card Is Being Produced
2090009065,4-Approved,"May 4, 2021",New Card Is Being Produced
2090018375,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090018378,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090038700,2a-RFE,"May 4, 2021",RFE Sent
2090042405,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090042408,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090044208,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090044211,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090044214,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090044815,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090045091,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090046814,4-Approved,"May 4, 2021",New Card Is Being Produced
2090049810,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090049813,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090050653,2a-RFE,"May 4, 2021",RFE Sent
2090052966,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090052976,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090053444,2a-RFE,"May 4, 2021",RFE Sent
2090055841,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090060145,2a-RFE,"May 4, 2021",RFE Sent
2090060147,2a-RFE,"May 4, 2021",RFE Sent
2090061833,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090061836,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090066729,4-Approved,"May 4, 2021",New Card Is Being Produced
2090067000,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090067005,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090067008,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090070242,2a-RFE,"May 4, 2021",RFE Sent
2090070245,2a-RFE,"May 4, 2021",RFE Sent
2090070248,2a-RFE,"May 4, 2021",RFE Sent
2090071539,4-Approved,"May 4, 2021",Card Was Mailed To Me
2090050207,4-Approved,"May 4, 2021",New Card Is Being Produced
2090050210,4-Approved,"May 4, 2021",New Card Is Being Produced
2090042452,4-Approved,"May 4, 2021",New Card Is Being Produced
2090054169,4-Approved,"May 4, 2021",New Card Is Being Produced
2090059185,2a-RFE,"May 4, 2021",RFE Sent
2090059188,2a-RFE,"May 4, 2021",RFE Sent
2090059191,2a-RFE,"May 4, 2021",RFE Sent
2090059217,2a-RFE,"May 4, 2021",RFE Sent
2090124722,2c-UpdateInfo,"May 4, 2021",Name Was Updated
2090152019,2c-UpdateInfo,"May 4, 2021",Name Was Updated
2090064627,2b-Expedite,"May 5, 2021",Expedite Request Denied
2090071381,4-Approved,"May 4, 2021",New Card Is Being Produced
2090088198,1-Fingerprint-taken,"May 5, 2021",Fingerprints Taken
2090090741,1-Fingerprint-taken,"May 4, 2021",Fingerprints Taken
2090094650,1-Fingerprint-taken,"May 4, 2021",Fingerprints Taken
2090112502,1-Fingerprint-taken,"May 4, 2021",Fingerprints Taken
2090112503,1-Fingerprint-taken,"May 4, 2021",Fingerprints Taken
2090003864,4-Approved,"May 5, 2021",Case Was Approved
2090009065,4-Approved,"May 5, 2021",Case Was Approved
2090041468,4-Approved,"May 5, 2021",Card Was Delivered
2090042452,4-Approved,"May 5, 2021",Case Was Approved
2090044342,2b-Expedite,"May 5, 2021",Expedite Request Received
2090046814,4-Approved,"May 5, 2021",Case Was Approved
2090050207,4-Approved,"May 5, 2021",Case Was Approved
2090050210,4-Approved,"May 5, 2021",Case Was Approved
2090054169,4-Approved,"May 5, 2021",Case Was Approved
2090066729,4-Approved,"May 5, 2021",Case Was Approved
2090071381,4-Approved,"May 5, 2021",Case Was Approved
2090079460,4-Approved,"May 5, 2021",Card Was Delivered
2090079463,4-Approved,"May 5, 2021",Card Was Delivered
2090102585,9-Others,"May 05, 2021",Document Was Mailed
2090003860,4-Approved,"May 5, 2021",Card Was Delivered
2090003864,4-Approved,"May 5, 2021",Case Was Approved
2090009065,4-Approved,"May 5, 2021",Case Was Approved
2090018381,2a-RFE,"May 5, 2021",RFE Sent
2090018384,2a-RFE,"May 5, 2021",RFE Sent
2090039033,4-Approved,"May 5, 2021",Card Was Delivered
2090040632,4-Approved,"May 5, 2021",Card Was Delivered
2090040635,4-Approved,"May 5, 2021",Card Was Delivered
2090041468,4-Approved,"May 5, 2021",Card Was Delivered
2090041983,4-Approved,"May 5, 2021",Card Was Delivered
2090042452,4-Approved,"May 5, 2021",Case Was Approved
2090043524,4-Approved,"May 5, 2021",Card Was Delivered
2090044342,2b-Expedite,"May 5, 2021",Expedite Request Received
2090044834,4-Approved,"May 5, 2021",New Card Is Being Produced
2090045445,4-Approved,"May 5, 2021",New Card Is Being Produced
2090046814,4-Approved,"May 5, 2021",Case Was Approved
2090046856,4-Approved,"May 5, 2021",New Card Is Being Produced
2090046859,4-Approved,"May 5, 2021",New Card Is Being Produced
2090048934,2a-RFE,"May 5, 2021",RFE Responded
2090048937,2a-RFE,"May 5, 2021",RFE Responded
2090050207,4-Approved,"May 5, 2021",Case Was Approved
2090050210,4-Approved,"May 5, 2021",Case Was Approved
2090050993,4-Approved,"May 5, 2021",New Card Is Being Produced
2090052474,2a-RFE,"May 5, 2021",RFE Sent
2090052477,4-Approved,"May 5, 2021",New Card Is Being Produced
2090052480,4-Approved,"May 5, 2021",New Card Is Being Produced
2090052486,4-Approved,"May 5, 2021",Card Was Delivered
2090052489,4-Approved,"May 5, 2021",Card Was Delivered
2090052492,4-Approved,"May 5, 2021",Card Was Delivered
2090052495,4-Approved,"May 5, 2021",Card Was Delivered
2090052969,4-Approved,"May 5, 2021",Card Was Mailed To Me
2090053996,4-Approved,"May 5, 2021",Card Was Delivered
2090053999,4-Approved,"May 5, 2021",Card Was Delivered
2090054169,4-Approved,"May 5, 2021",Case Was Approved
2090054741,4-Approved,"May 5, 2021",New Card Is Being Produced
2090054744,4-Approved,"May 5, 2021",New Card Is Being Produced
2090055153,4-Approved,"May 5, 2021",New Card Is Being Produced
2090055924,4-Approved,"May 5, 2021",Card Was Delivered
2090055925,4-Approved,"May 5, 2021",New Card Is Being Produced
2090057238,4-Approved,"May 5, 2021",New Card Is Being Produced
2090057241,4-Approved,"May 5, 2021",New Card Is Being Produced
2090060446,4-Approved,"May 5, 2021",New Card Is Being Produced
2090066729,4-Approved,"May 5, 2021",Case Was Approved
2090071301,4-Approved,"May 5, 2021",New Card Is Being Produced
2090071304,4-Approved,"May 5, 2021",New Card Is Being Produced
2090071381,4-Approved,"May 5, 2021",Case Was Approved
2090079460,4-Approved,"May 5, 2021",Card Was Delivered
2090079463,4-Approved,"May 5, 2021",Card Was Delivered
2090089317,1-Fingerprint-taken,"May 5, 2021",Fingerprints Taken
2090089320,1-Fingerprint-taken,"May 5, 2021",Fingerprints Taken
2090089323,1-Fingerprint-taken,"May 5, 2021",Fingerprints Taken
2090089326,1-Fingerprint-taken,"May 5, 2021",Fingerprints Taken
2090098795,4-Approved,"May 5, 2021",Card Was Mailed To Me
2090098798,4-Approved,"May 5, 2021",Card Was Mailed To Me
2090098801,4-Approved,"May 5, 2021",Card Was Mailed To Me
2090098804,4-Approved,"May 5, 2021",Card Was Mailed To Me
2090100798,0-Received,"May 5, 2021",Case Was Transferred
2090100800,0-Received,"May 5, 2021",Case Was Transferred
2090102585,9-Others,"May 06, 2021",Document Was Mailed
2090112496,4-Approved,"May 5, 2021",Card Was Delivered
2090112499,4-Approved,"May 5, 2021",Card Was Delivered
2090032634,4-Approved,"May 6, 2021",New Card Is Being Produced
2090039558,2a-RFE,"May 6, 2021",RFE Responded
2090039561,2a-RFE,"May 6, 2021",RFE Responded
2090041967,4-Approved,"May 6, 2021",Card Was Mailed To Me
2090044300,4-Approved,"May 6, 2021",Card Was Mailed To Me
2090044815,4-Approved,"May 6, 2021",Card Was Delivered
2090044834,4-Approved,"May 6, 2021",Case Was Approved
2090045060,4-Approved,"May 6, 2021",Card Was Mailed To Me
2090045431,2a-RFE,"May 6, 2021",RFE Responded
2090045434,2a-RFE,"May 6, 2021",RFE Responded
2090045445,4-Approved,"May 6, 2021",Case Was Approved
2090046856,4-Approved,"May 6, 2021",Case Was Approved
2090046859,4-Approved,"May 6, 2021",Case Was Approved
2090049787,4-Approved,"May 6, 2021",New Card Is Being Produced
2090049790,4-Approved,"May 6, 2021",New Card Is Being Produced
2090049793,4-Approved,"May 6, 2021",New Card Is Being Produced
2090049796,4-Approved,"May 6, 2021",New Card Is Being Produced
2090049799,4-Approved,"May 6, 2021",New Card Is Being Produced
2090050993,4-Approved,"May 6, 2021",Case Was Approved
2090052118,4-Approved,"May 6, 2021",Card Was Mailed To Me
2090052477,4-Approved,"May 6, 2021",Case Was Approved
2090052480,4-Approved,"May 6, 2021",Case Was Approved
2090052976,4-Approved,"May 6, 2021",Card Was Delivered
2090054163,2a-RFE,"May 6, 2021",RFE Sent
2090054741,4-Approved,"May 6, 2021",Case Was Approved
2090054744,4-Approved,"May 6, 2021",Case Was Approved
2090055153,4-Approved,"May 6, 2021",Case Was Approved
2090055925,4-Approved,"May 6, 2021",Case Was Approved
2090057238,4-Approved,"May 6, 2021",Case Was Approved
2090057241,4-Approved,"May 6, 2021",Case Was Approved
2090060446,4-Approved,"May 6, 2021",Case Was Approved
2090071301,4-Approved,"May 6, 2021",Case Was Approved
2090071304,4-Approved,"May 6, 2021",Case Was Approved
2090085158,2a-RFE,"May 6, 2021",RFE Sent
2090087966,4-Approved,"May 6, 2021",New Card Is Being Produced
2090094665,2a-RFE,"May 6, 2021",RFE Sent
2090094668,2a-RFE,"May 6, 2021",RFE Sent
2090095091,4-Approved,"May 6, 2021",New Card Is Being Produced
2090095094,4-Denied,"May 6, 2021",Case Was Denied
