CaseNum,Status_Short,Date,Status,Generated_at,Desc
2090002299,7-Withdrawn,2020-05-04,Withdrawal Acknowledged,20210416-120746,"On May 4, 2020, we received your request to withdraw your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090002299, and completed our review. We mailed you a Withdrawal Acknowledgment Notice. If you do not receive your Withdrawal Acknowledgment Notice by June 3, 2020, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090002560,2z-Misc,2020-07-15,Fee Will Be Refunded,20210416-120746,"On July 15, 2020, USCIS made the decision to refund the fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090002560.  Your refund will be mailed to the fee remitter on file. This refund does not affect the processing or location of your case.  If you do not receive your refund by October 13, 2020, please call the Burlington Finance Center at 1-802-288-7600. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090002590,1-Fingerprint-taken,2019-12-16,Fingerprints Taken,20210416-120746,"As of December 16, 2019, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090002590, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090002686,2z-Misc,2020-07-15,Fee Will Be Refunded,20210416-120746,"On July 15, 2020, USCIS made the decision to refund the fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090002686.  Your refund will be mailed to the fee remitter on file. This refund does not affect the processing or location of your case.  If you do not receive your refund by October 13, 2020, please call the Burlington Finance Center at 1-802-288-7600. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090002870,2a-RFE,2021-01-19,RFE Responded,20210416-120746,"On January 19, 2021, we mailed you a continuation notice regarding your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090002870. Please follow the instructions in the notice. If you do not receive your continuation notice by February 18, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090003217,1-Fingerprint-taken,2019-11-07,Fingerprints Taken,20210416-133954,"As of November 7, 2019, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090003217, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090003303,1-Fingerprint-taken,2019-12-09,Fingerprints Taken,20210416-133954,"As of December 9, 2019, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090003303, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090003313,4-Approved,2021-09-09,Card Was Delivered,20210909-204056,"On September 9, 2021, the Post Office delivered your new card for Receipt Number WAC2090003313, to the address that you gave us.  The tracking number assigned is 9205590153708611619415.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090003338,2c-UpdateInfo,2019-11-26,Name Was Updated,20210416-133954,"On November 26, 2019, we updated your name for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090003338. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090003341,9-Others,2021-06-29,Notice Explaining USCIS Actions Was Mailed,20210629-205032,"On June 29, 2021, we began reviewing your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090003341.  We mailed you a notice informing you of the action we intend to take on your case.  Please follow the instructions in the notice and submit any requested materials.  If you do not receive your notice by July 13, 2021, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address. "
2090003344,2a-RFE,2020-08-21,RFE Responded,20210416-133954,"On August 21, 2020, we received your response to our Request for Evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090003344.  USCIS has begun working on your case again.  We will send you a decision or notify you if we need something from you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090003767,2a-RFE,2022-02-16,RFE Responded,20220217-074300,"On February 16, 2022, we received your response to our Request for Evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090003767.  USCIS has begun working on your case again.  We will send you a decision or notify you if we need something from you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090003770,0-Received,2022-02-10,Case Was Transferred,20220211-060825,"On February 10, 2022, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090003770, to another office for processing and sent you a transfer notice. The notice explains why we transferred your case. Please follow the instructions in the notice. If you do not receive your notice by March 12, 2022, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090003775,1-Fingerprint-taken,2019-12-16,Fingerprints Taken,20210416-133954,"As of December 16, 2019, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090003775, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090003778,2a-RFE,2021-12-29,RFE Sent,20211230-075701,"On December 29, 2021, we sent a request for initial evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090003778.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for evidence by January 13, 2022, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090003793,7-Withdrawn,2022-01-21,Withdrawal Acknowledged,20220122-043725,"On January 21, 2022, we received your request to withdraw your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090003793, and completed our review. We mailed you a Withdrawal Acknowledgment Notice. If you do not receive your Withdrawal Acknowledgment Notice by February 20, 2022, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090003796,4-Approved,2022-02-03,Card Was Delivered,20220204-044540,"On February 3, 2022, the Post Office delivered your new card for Receipt Number WAC2090003796, to the address that you gave us.  The tracking number assigned is 9205590153708617661944.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090003799,4-Approved,2022-02-07,Card Was Delivered,20220209-045508,"On February 7, 2022, the Post Office delivered your new card for Receipt Number WAC2090003799, to the address that you gave us.  The tracking number assigned is 9205590153708420417431.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090003801,4-Approved,2022-02-03,Card Was Delivered,20220204-044540,"On February 3, 2022, the Post Office delivered your new card for Receipt Number WAC2090003801, to the address that you gave us.  The tracking number assigned is 9205590153708617662682.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090003807,2a-RFE,2022-03-07,RFE Responded,20220308-063154,"On March 7, 2022, we received your response to our Request for Evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090003807.  USCIS has begun working on your case again.  We will send you a decision or notify you if we need something from you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090003813,4-Approved,2021-07-28,Card Was Delivered,20210728-202017,"On July 28, 2021, the Post Office delivered your new card for Receipt Number WAC2090003813, to the address that you gave us.  The tracking number assigned is 9205590153708609553172.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090003816,4-Approved,2021-08-30,Card Was Delivered,20210831-074831,"On August 30, 2021, the Post Office delivered your new card for Receipt Number WAC2090003816, to the address that you gave us.  The tracking number assigned is 9205590153708611116488.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090003831,2a-RFE,2022-02-10,RFE Sent,20220211-060825,"On February 10, 2022, we sent a request for initial evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090003831.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for evidence by February 25, 2022, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090003834,2a-RFE,2022-02-10,RFE Sent,20220211-060825,"On February 10, 2022, we sent a request for initial evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090003834.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for evidence by February 25, 2022, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090003837,2a-RFE,2022-02-10,RFE Sent,20220211-060825,"On February 10, 2022, we sent a request for initial evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090003837.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for evidence by February 25, 2022, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090003841,4-Approved,2022-01-26,Card Was Delivered,20220127-045402,"On January 26, 2022, the Post Office delivered your new card for Receipt Number WAC2090003841, to the address that you gave us.  The tracking number assigned is 9205590153708617288615.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090003860,4-Approved,2021-05-05,Card Was Delivered,20210506-075530,"On May 5, 2021, the Post Office delivered your new card for Receipt Number WAC2090003860, to the address that you gave us.  The tracking number assigned is 9205590153708606573982.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090003864,4-Approved,2021-05-11,Card Was Delivered,20210512-065552,"On May 11, 2021, the Post Office delivered your new card for Receipt Number WAC2090003864, to the address that you gave us.  The tracking number assigned is 9205590153708606841302.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090004037,4-Approved,2021-03-03,Card Was Delivered,20210501-203620,The Post Office delivered your new card to the address you gave us.
2090004040,4-Approved,2021-03-03,Card Was Delivered,20210501-203620,The Post Office delivered your new card to the address you gave us.
2090004106,4-Approved,2022-01-10,Card Was Delivered,20220111-095742,"On January 10, 2022, the Post Office delivered your new card for Receipt Number WAC2090004106, to the address that you gave us.  The tracking number assigned is 9205590153708419287878.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090004418,4-Approved,2022-01-28,Card Was Delivered,20220129-054417,"On January 28, 2022, the Post Office delivered your new card for Receipt Number WAC2090004418, to the address that you gave us.  The tracking number assigned is 9205590153708420111056.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090004456,4-Denied,2021-06-25,Case Was Denied,20210625-180055,"On June 25, 2021, we denied your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090004456.  We sent you a denial notice that explains why we denied your case and your options.  Please follow the instructions in the notice.  If you do not receive your denial notice by July 10, 2021, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090004480,0-Received,2019-10-02,Case Was Received,20210416-133954,"On October 2, 2019, we received your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090004480, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090004487,2a-RFE,2021-12-08,RFE Sent,20211208-083004,"On December 8, 2021, we sent a request for initial evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090004487.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for evidence by December 23, 2021, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090004490,2a-RFE,2021-12-08,RFE Sent,20211208-083004,"On December 8, 2021, we sent a request for initial evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090004490.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for evidence by December 23, 2021, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090004493,2a-RFE,2021-10-21,RFE Responded,20211021-182622,"On October 21, 2021, we received your response to our Request for Evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090004493.  USCIS has begun working on your case again.  We will send you a decision or notify you if we need something from you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090004497,4-Denied,2021-12-29,Case Was Denied,20211230-075701,"On December 29, 2021, we denied your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090004497.  We sent you a denial notice that explains why we denied your case and your options.  Please follow the instructions in the notice.  If you do not receive your denial notice by January 13, 2022, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090004500,2c-UpdateInfo,2022-01-13,Name Was Updated,20220114-084454,"On January 13, 2022, we updated your name for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090004500. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090004513,4-Approved,2020-08-18,Card Was Mailed To Me,20210416-133954,"On August 18, 2020, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090004513, to the address you gave us.  If you do not receive your card by September 2, 2020, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090004519,4-Approved,2022-03-11,Card Was Delivered,20220312-085035,"On March 11, 2022, the Post Office delivered your new card for Receipt Number WAC2090004519, to the address that you gave us.  The tracking number assigned is 9205590153708422142003.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090004522,4-Approved,2022-03-11,Card Was Delivered,20220312-085035,"On March 11, 2022, the Post Office delivered your new card for Receipt Number WAC2090004522, to the address that you gave us.  The tracking number assigned is 9205590153708422142256.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090004525,4-Approved,2022-03-11,Card Was Delivered,20220312-085035,"On March 11, 2022, the Post Office delivered your new card for Receipt Number WAC2090004525, to the address that you gave us.  The tracking number assigned is 9205590153708422142805.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090004528,1-Fingerprint-taken,2019-12-12,Fingerprints Taken,20210416-133954,"As of December 12, 2019, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090004528, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090004531,2a-RFE,2022-01-04,RFE Sent,20220105-034205,"On January 4, 2022, we sent a request for initial evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090004531.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for evidence by January 19, 2022, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090004556,4-Approved,2022-02-02,Card Was Delivered,20220203-045853,"On February 2, 2022, the Post Office delivered your new card for Receipt Number WAC2090004556, to the address that you gave us.  The tracking number assigned is 9205590153708617667717.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090004902,7-Withdrawn,2020-11-20,Withdrawal Acknowledged,20210416-133954,"On November 20, 2020, we received your request to withdraw your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090004902, and completed our review. We mailed you a Withdrawal Acknowledgment Notice. If you do not receive your Withdrawal Acknowledgment Notice by December 20, 2020, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090005110,3-Interview,2022-02-16,Interview Was Scheduled,20220217-074300,"On February 16, 2022, we scheduled an interview for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090005110.  We will mail you an interview notice.   Please follow any instructions in the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090006104,8-Rejected,2019-10-10,Rejected-Incorrect Fee,20210416-162952,"On October 10, 2019, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090006104, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090006107,8-Rejected,2019-10-10,Rejected-Incorrect Fee,20210416-162952,"On October 10, 2019, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090006107, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090006139,4-Approved,2022-02-18,Card Was Mailed To Me,20220218-204019,"On February 18, 2022, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090006139, to the address you gave us.  If you do not receive your card by March 5, 2022, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090006164,4-Approved,2022-02-09,Card Was Delivered,20220210-085551,"On February 9, 2022, the Post Office delivered your new card for Receipt Number WAC2090006164, to the address that you gave us.  The tracking number assigned is 9205590153708618032804.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090006167,4-Approved,2022-02-09,Card Was Delivered,20220210-085551,"On February 9, 2022, the Post Office delivered your new card for Receipt Number WAC2090006167, to the address that you gave us.  The tracking number assigned is 9205590153708618031548.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090006171,2b-Expedite,2021-07-06,Expedite Request Denied,20210707-091527,"On July 6, 2021, we denied your request for expedited processing of your I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090006171.  We do not believe, based on a review of your request, that your case meets one or more of the expedite criteria and otherwise merits expedited processing. We review all expedite requests on a case-by-case basis, and we grant them at the discretion of the director.  Information regarding the USCIS expedite policy, including the expedite criteria, is available at www.uscis.gov/forms/expedite-criteria.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090006174,0-Received,2019-11-15,Case Was Transferred,20210416-162952,"On November 15, 2019, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090006174, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by December 15, 2019, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090006177,1-Fingerprint-taken,2019-12-10,Fingerprints Taken,20210416-162952,"As of December 10, 2019, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090006177, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090006181,1-Fingerprint-taken,2019-12-12,Fingerprints Taken,20210416-162952,"As of December 12, 2019, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090006181, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090006185,4-Approved,2022-03-05,Card Was Delivered,20220305-193023,"On March 5, 2022, the Post Office delivered your new card for Receipt Number WAC2090006185, to the address that you gave us.  The tracking number assigned is 9205590153708421960691.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090006439,4-Approved,2020-08-18,Card Was Mailed To Me,20210416-162952,"On August 18, 2020, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090006439, to the address you gave us.  If you do not receive your card by September 2, 2020, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090006444,4-Approved,2020-08-18,Card Was Mailed To Me,20210416-162952,"On August 18, 2020, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2090006444, to the address you gave us.  If you do not receive your card by September 2, 2020, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2090006506,4-Approved,2022-01-28,Card Was Delivered,20220129-054417,"On January 28, 2022, the Post Office delivered your new card for Receipt Number WAC2090006506, to the address that you gave us.  The tracking number assigned is 9205590153708617263100.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090006509,4-Approved,2022-01-28,Card Was Delivered,20220129-054417,"On January 28, 2022, the Post Office delivered your new card for Receipt Number WAC2090006509, to the address that you gave us.  The tracking number assigned is 9205590153708617263117.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090006664,4-Approved,2021-06-16,Card Was Delivered,20210616-181019,"On June 16, 2021, the Post Office delivered your new card for Receipt Number WAC2090006664, to the address that you gave us.  The tracking number assigned is 9205590153708608169947.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090006667,4-Approved,2021-06-16,Card Was Delivered,20210616-181019,"On June 16, 2021, the Post Office delivered your new card for Receipt Number WAC2090006667, to the address that you gave us.  The tracking number assigned is 9205590153708608170127.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090006682,4-Approved,2021-06-28,Card Was Delivered,20210628-211946,"On June 28, 2021, the Post Office delivered your new card for Receipt Number WAC2090006682, to the address that you gave us.  The tracking number assigned is 9205590153708608471231.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2090006709,4-Approved,2022-01-29,Card Was Delivered,20220130-110905,"On January 29, 2022, the Post Office delivered your new card for Receipt Number WAC2090006709, to the address that you gave us.  The tracking number assigned is 9205590153708617473165.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
