CaseNum,Status_Short,Date,Status
2190050460,1-Fingerprint-taken,"October 14, 2021",Fingerprints Taken
2190050463,1-Fingerprint-taken,"October 14, 2021",Fingerprints Taken
2190056527,1-Fingerprint-taken,"October 14, 2021",Fingerprints Taken
2190019791,4-Approved,"October 15, 2021",Card Was Delivered
2190019794,4-Approved,"October 15, 2021",Card Was Delivered
2190019797,4-Approved,"October 15, 2021",Card Was Delivered
2190031835,0-Received,"October 15, 2021",Case Was Transferred
2190031838,0-Received,"October 15, 2021",Case Was Transferred
2190013381,4-Approved,"October 15, 2021",Card Was Delivered
2190019788,4-Approved,"October 15, 2021",Card Was Delivered
2190041736,4-Approved,"October 15, 2021",Card Was Delivered
2190055060,1-Fingerprint-taken,"October 15, 2021",Fingerprints Taken
2190055063,1-Fingerprint-taken,"October 15, 2021",Fingerprints Taken
2190055066,1-Fingerprint-taken,"October 15, 2021",Fingerprints Taken
2190055069,1-Fingerprint-taken,"October 15, 2021",Fingerprints Taken
2190104813,1-Fingerprint-taken,"October 15, 2021",Fingerprints Taken
2190104816,1-Fingerprint-taken,"October 15, 2021",Fingerprints Taken
2190003311,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190022019,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190022022,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190055425,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190055428,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190055431,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190055434,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190056496,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190056499,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190056502,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190056505,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190056573,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190056576,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190060467,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190060470,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190060473,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190069280,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190069283,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190069286,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190069289,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190070945,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190070948,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190070951,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190070954,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190071144,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190071147,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190071153,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190073136,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190073139,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190074371,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190075043,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190075046,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190078690,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190080865,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190080868,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190080871,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190080874,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190080891,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190080894,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190080897,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190080900,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190080903,1-Fingerprint-taken,"October 18, 2021",Fingerprints Taken
2190004113,4-Denied,"October 19, 2021",Case Was Denied
2190004116,4-Denied,"October 19, 2021",Case Was Denied
2190004976,4-Denied,"October 19, 2021",Case Was Denied
2190004979,4-Denied,"October 19, 2021",Case Was Denied
2190056496,4-Approved,"October 19, 2021",New Card Is Being Produced
2190056499,4-Approved,"October 19, 2021",New Card Is Being Produced
2190056502,4-Approved,"October 19, 2021",New Card Is Being Produced
2190056505,4-Approved,"October 19, 2021",New Card Is Being Produced
2190060467,4-Approved,"October 19, 2021",New Card Is Being Produced
2190060470,4-Approved,"October 19, 2021",New Card Is Being Produced
2190060473,4-Approved,"October 19, 2021",New Card Is Being Produced
2190099957,1-Fingerprint-taken,"October 19, 2021",Fingerprints Taken
2190099960,1-Fingerprint-taken,"October 19, 2021",Fingerprints Taken
2190129098,1-Fingerprint-taken,"October 19, 2021",Fingerprints Taken
2190025322,2a-RFE,"October 20, 2021",RFE Sent
2190029088,2a-RFE,"October 20, 2021",RFE Sent
2190029091,2a-RFE,"October 20, 2021",RFE Sent
2190047341,2a-RFE,"October 20, 2021",RFE Responded
2190047344,2a-RFE,"October 20, 2021",RFE Responded
2190047346,2a-RFE,"October 20, 2021",RFE Responded
2190047348,2a-RFE,"October 20, 2021",RFE Responded
2190056435,2a-RFE,"October 20, 2021",RFE Sent
2190056438,2a-RFE,"October 20, 2021",RFE Sent
2190056441,2a-RFE,"October 20, 2021",RFE Sent
2190056496,4-Approved,"October 20, 2021",Case Was Approved
2190056499,4-Approved,"October 20, 2021",Case Was Approved
2190056502,4-Approved,"October 20, 2021",Case Was Approved
2190056505,4-Approved,"October 20, 2021",Case Was Approved
2190056527,2a-RFE,"October 20, 2021",RFE Sent
2190056594,1-Fingerprint-taken,"October 20, 2021",Fingerprints Taken
2190060467,4-Approved,"October 20, 2021",Case Was Approved
2190060470,4-Approved,"October 20, 2021",Case Was Approved
2190060473,4-Approved,"October 20, 2021",Case Was Approved
2190031965,4-Approved,"October 22, 2021",New Card Is Being Produced
2190032079,0-Received,"October 22, 2021",Case Was Transferred
2190032082,0-Received,"October 22, 2021",Case Was Transferred
2190056496,4-Approved,"October 22, 2021",Card Was Mailed To Me
2190056499,4-Approved,"October 22, 2021",Card Was Mailed To Me
2190056502,4-Approved,"October 22, 2021",Card Was Mailed To Me
2190056505,4-Approved,"October 22, 2021",Card Was Mailed To Me
2190060467,4-Approved,"October 22, 2021",Card Was Mailed To Me
2190060470,4-Approved,"October 22, 2021",Card Was Mailed To Me
2190060473,4-Approved,"October 22, 2021",Card Was Mailed To Me
2190061517,2a-RFE,"October 22, 2021",RFE Responded
2190054825,1-Fingerprint-taken,"October 23, 2021",Fingerprints Taken
2190054828,1-Fingerprint-taken,"October 23, 2021",Fingerprints Taken
2190056597,1-Fingerprint-taken,"October 23, 2021",Fingerprints Taken
2190104125,1-Fingerprint-taken,"October 23, 2021",Fingerprints Taken
2190104128,1-Fingerprint-taken,"October 23, 2021",Fingerprints Taken
2190063839,1-Fingerprint-taken,"October 23, 2021",Fingerprints Taken
2190063842,1-Fingerprint-taken,"October 23, 2021",Fingerprints Taken
2190063845,1-Fingerprint-taken,"October 23, 2021",Fingerprints Taken
2190063848,1-Fingerprint-taken,"October 23, 2021",Fingerprints Taken
2190103382,1-Fingerprint-taken,"October 23, 2021",Fingerprints Taken
2190103385,1-Fingerprint-taken,"October 23, 2021",Fingerprints Taken
2190125281,1-Fingerprint-taken,"October 23, 2021",Fingerprints Taken
2190031901,2a-RFE,"October 25, 2021",RFE Sent
2190031904,2a-RFE,"October 25, 2021",RFE Sent
2190031907,2a-RFE,"October 25, 2021",RFE Sent
2190031910,2a-RFE,"October 25, 2021",RFE Sent
2190031913,2a-RFE,"October 25, 2021",RFE Sent
2190031916,2a-RFE,"October 25, 2021",RFE Sent
2190031965,4-Approved,"October 25, 2021",Case Was Approved
2190032467,4-Approved,"October 25, 2021",New Card Is Being Produced
2190061517,2c-UpdateInfo,"October 25, 2021",Name Was Updated
2190076036,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190076039,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190078015,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190084221,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190084222,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190086923,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190086926,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190086929,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190086932,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190089704,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190089707,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190089713,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190090152,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190091362,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190107357,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190107358,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190107359,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190107363,1-Fingerprint-taken,"October 25, 2021",Fingerprints Taken
2190031965,4-Approved,"October 26, 2021",Card Was Mailed To Me
2190032467,4-Approved,"October 26, 2021",Case Was Approved
2190084638,1-Fingerprint-taken,"October 26, 2021",Fingerprints Taken
2190084641,1-Fingerprint-taken,"October 26, 2021",Fingerprints Taken
2190117207,1-Fingerprint-taken,"October 26, 2021",Fingerprints Taken
2190129098,2b-Expedite,"October 26, 2021",Expedite Request Denied
2190026199,1-Fingerprint-taken,"October 27, 2021",Fingerprints Taken
2190056496,4-Approved,"October 27, 2021",Card Was Delivered
2190056499,4-Approved,"October 27, 2021",Card Was Delivered
2190056502,4-Approved,"October 27, 2021",Card Was Delivered
2190056505,4-Approved,"October 27, 2021",Card Was Delivered
2190063112,2b-Expedite,"October 27, 2021",Expedite Request Denied
2190078690,2c-UpdateInfo,"October 27, 2021",Date of Birth Was Updated
2190092113,1-Fingerprint-taken,"October 27, 2021",Fingerprints Taken
2190032467,4-Approved,"October 28, 2021",Card Was Mailed To Me
2190060470,4-Approved,"October 28, 2021",Card Was Delivered
2190060473,4-Approved,"October 28, 2021",Card Was Delivered
2190092119,1-Fingerprint-taken,"October 28, 2021",Fingerprints Taken
2190005389,2b-Expedite,"October 29, 2021",Expedite Request Denied
2190031965,4-Approved,"October 29, 2021",Card Was Delivered
2190036381,2a-RFE,"October 29, 2021",RFE Responded
2190036384,2a-RFE,"October 29, 2021",RFE Responded
2190036390,2a-RFE,"October 29, 2021",RFE Responded
2190036393,2a-RFE,"October 29, 2021",RFE Responded
2190060467,9-Others,"October 29, 2021",Notice Returned
2190032467,4-Approved,"November 1, 2021",Card Was Delivered
2190069280,2a-RFE,"November 1, 2021",RFE Sent
2190069283,2a-RFE,"November 1, 2021",RFE Sent
2190069286,2a-RFE,"November 1, 2021",RFE Sent
2190069289,2a-RFE,"November 1, 2021",RFE Sent
2190070945,2a-RFE,"November 1, 2021",RFE Sent
2190070948,2a-RFE,"November 1, 2021",RFE Sent
2190070951,2a-RFE,"November 1, 2021",RFE Sent
2190070954,2a-RFE,"November 1, 2021",RFE Sent
2190004661,2a-RFE,"November 1, 2021",RFE Responded
2190004664,2a-RFE,"November 1, 2021",RFE Responded
2190004667,2a-RFE,"November 1, 2021",RFE Responded
2190062625,2c-UpdateInfo,"November 1, 2021",Name Was Updated
2190062628,2c-UpdateInfo,"November 1, 2021",Name Was Updated
2190075043,2a-RFE,"November 1, 2021",RFE Sent
2190075046,2a-RFE,"November 1, 2021",RFE Sent
2190029088,2a-RFE,"November 4, 2021",RFE Responded
2190029091,2a-RFE,"November 4, 2021",RFE Responded
2190092589,2c-UpdateInfo,"November 4, 2021",Name Was Updated
2190092592,2c-UpdateInfo,"November 4, 2021",Name Was Updated
2190110830,2b-Expedite,"November 4, 2021",Expedite Request Denied
2190001811,0-Received,"November 5, 2021",Case Was Transferred
2190001814,0-Received,"November 5, 2021",Case Was Transferred
2190001817,0-Received,"November 5, 2021",Case Was Transferred
2190041497,7-Withdrawn,"November 10, 2021",Withdrawal Acknowledged
2190063845,0-Received,"November 12, 2021",Case Was Transferred
2190063848,0-Received,"November 12, 2021",Case Was Transferred
2190007688,2a-RFE,"November 12, 2021",RFE Responded
2190004661,4-Approved,"November 17, 2021",New Card Is Being Produced
2190004664,4-Approved,"November 17, 2021",New Card Is Being Produced
2190004667,4-Approved,"November 17, 2021",New Card Is Being Produced
2190029088,4-Approved,"November 17, 2021",New Card Is Being Produced
2190029091,4-Approved,"November 17, 2021",New Card Is Being Produced
2190032449,2c-UpdateInfo,"November 17, 2021",Name Was Updated
2190042436,2c-UpdateInfo,"November 17, 2021",Name Was Updated
2190061523,2a-RFE,"November 17, 2021",RFE Responded
2190004661,4-Approved,"November 18, 2021",Case Was Approved
2190004664,4-Approved,"November 18, 2021",Case Was Approved
2190004667,4-Approved,"November 18, 2021",Case Was Approved
2190007685,4-Approved,"November 18, 2021",New Card Is Being Produced
2190007688,4-Approved,"November 18, 2021",New Card Is Being Produced
2190013014,7-Withdrawn,"November 18, 2021",Withdrawal Acknowledged
2190013017,7-Withdrawn,"November 18, 2021",Withdrawal Acknowledged
2190029088,4-Approved,"November 18, 2021",Case Was Approved
2190029091,4-Approved,"November 18, 2021",Case Was Approved
2190061523,2c-UpdateInfo,"November 18, 2021",Name Was Updated
2190007685,4-Approved,"November 19, 2021",Case Was Approved
2190007688,4-Approved,"November 19, 2021",Case Was Approved
2190075823,7-Withdrawn,"November 19, 2021",Withdrawal Acknowledged
2190109895,2c-UpdateInfo,"November 19, 2021",Name Was Updated
2190109898,2c-UpdateInfo,"November 19, 2021",Name Was Updated
2190109901,2c-UpdateInfo,"November 19, 2021",Name Was Updated
2190109904,2c-UpdateInfo,"November 19, 2021",Name Was Updated
2190109907,2c-UpdateInfo,"November 19, 2021",Name Was Updated
2190004661,4-Approved,"November 22, 2021",Card Was Mailed To Me
2190004664,4-Approved,"November 22, 2021",Card Was Mailed To Me
2190004667,4-Approved,"November 22, 2021",Card Was Mailed To Me
2190029088,4-Approved,"November 22, 2021",Card Was Mailed To Me
2190029091,4-Approved,"November 22, 2021",Card Was Mailed To Me
2190026452,2a-RFE,"November 22, 2021",RFE Responded
2190026455,2a-RFE,"November 22, 2021",RFE Responded
2190124383,2c-UpdateInfo,"November 22, 2021",Name Was Updated
2190124386,2c-UpdateInfo,"November 22, 2021",Name Was Updated
2190124389,2c-UpdateInfo,"November 22, 2021",Name Was Updated
2190124392,2c-UpdateInfo,"November 22, 2021",Name Was Updated
2190124395,2c-UpdateInfo,"November 22, 2021",Name Was Updated
2190007685,4-Approved,"November 23, 2021",Card Was Mailed To Me
2190007688,4-Approved,"November 23, 2021",Card Was Mailed To Me
2190004661,4-Approved,"November 24, 2021",Card Was Delivered
2190004664,4-Approved,"November 24, 2021",Card Was Delivered
2190004667,4-Approved,"November 24, 2021",Card Was Delivered
2190007685,4-Approved,"November 29, 2021",Card Was Delivered
2190007688,4-Approved,"November 29, 2021",Card Was Delivered
2190025322,2a-RFE,"November 29, 2021",RFE Responded
2190029091,4-Approved,"November 26, 2021",Card Was Delivered
2190056435,2a-RFE,"November 29, 2021",RFE Responded
2190056438,2a-RFE,"November 29, 2021",RFE Responded
2190056441,2a-RFE,"November 29, 2021",RFE Responded
2190074371,2a-RFE,"November 29, 2021",RFE Sent
2190025322,2c-UpdateInfo,"November 30, 2021",Name Was Updated
2190056438,2c-UpdateInfo,"November 30, 2021",Name Was Updated
2190069280,2a-RFE,"November 29, 2021",RFE Responded
2190069283,2a-RFE,"November 29, 2021",RFE Responded
2190069286,2a-RFE,"November 29, 2021",RFE Responded
2190069289,2a-RFE,"November 29, 2021",RFE Responded
2190073136,4-Approved,"November 30, 2021",New Card Is Being Produced
2190073139,4-Approved,"November 30, 2021",New Card Is Being Produced
2190080865,2a-RFE,"November 30, 2021",RFE Sent
2190080868,2a-RFE,"November 30, 2021",RFE Sent
2190080871,2a-RFE,"November 30, 2021",RFE Sent
2190080874,2a-RFE,"November 30, 2021",RFE Sent
2190036387,2a-RFE,"November 30, 2021",RFE Responded
2190002456,2c-UpdateInfo,"December 1, 2021",Name Was Updated
2190022019,2a-RFE,"December 1, 2021",RFE Sent
2190022022,2a-RFE,"December 1, 2021",RFE Sent
2190026452,4-Approved,"December 1, 2021",New Card Is Being Produced
2190026455,4-Approved,"December 1, 2021",New Card Is Being Produced
2190029066,3-Interview,"December 1, 2021",Interview Was Scheduled
2190029069,3-Interview,"December 1, 2021",Interview Was Scheduled
2190055060,2a-RFE,"December 1, 2021",RFE Sent
2190055063,2a-RFE,"December 1, 2021",RFE Sent
2190055066,2a-RFE,"December 1, 2021",RFE Sent
2190055069,2a-RFE,"December 1, 2021",RFE Sent
2190055428,2a-RFE,"December 1, 2021",RFE Sent
2190055431,2a-RFE,"December 1, 2021",RFE Sent
2190055434,2a-RFE,"December 1, 2021",RFE Sent
2190070945,2a-RFE,"December 1, 2021",RFE Responded
2190070948,2a-RFE,"December 1, 2021",RFE Responded
2190070951,2a-RFE,"December 1, 2021",RFE Responded
2190070954,2a-RFE,"December 1, 2021",RFE Responded
2190073136,4-Approved,"December 1, 2021",Case Was Approved
2190073139,4-Approved,"December 1, 2021",Case Was Approved
2190026452,4-Approved,"December 2, 2021",Case Was Approved
2190026455,4-Approved,"December 2, 2021",Case Was Approved
2190027519,2a-RFE,"December 2, 2021",RFE Sent
2190027522,2a-RFE,"December 2, 2021",RFE Sent
2190027525,2a-RFE,"December 2, 2021",RFE Sent
2190027528,2a-RFE,"December 2, 2021",RFE Sent
2190027531,2a-RFE,"December 2, 2021",RFE Sent
2190029066,3-Interview,"December 3, 2021",Interview Was Ready
2190029069,3-Interview,"December 3, 2021",Interview Was Ready
2190050460,2a-RFE,"December 2, 2021",RFE Sent
2190050463,2a-RFE,"December 2, 2021",RFE Sent
2190056573,2a-RFE,"December 2, 2021",RFE Sent
2190056576,2a-RFE,"December 2, 2021",RFE Sent
2190060467,4-Approved,"December 2, 2021",Card Was Delivered
2190060860,2b-Expedite,"December 2, 2021",Expedite Request Denied
2190060863,2b-Expedite,"December 2, 2021",Expedite Request Denied
2190060866,2b-Expedite,"December 2, 2021",Expedite Request Denied
2190060869,2b-Expedite,"December 2, 2021",Expedite Request Denied
2190060872,2b-Expedite,"December 2, 2021",Expedite Request Denied
2190105496,2c-UpdateInfo,"December 2, 2021",Name Was Updated
2190073136,4-Approved,"December 3, 2021",Card Was Mailed To Me
2190073139,4-Approved,"December 3, 2021",Card Was Mailed To Me
2190026452,4-Approved,"December 6, 2021",Card Was Mailed To Me
2190026455,4-Approved,"December 6, 2021",Card Was Mailed To Me
2190056527,2a-RFE,"December 6, 2021",RFE Responded
2190060467,9-Others,"December 6, 2021",Card Was Returned To USCIS
2190008964,2c-UpdateInfo,"December 7, 2021",Name Was Updated
2190008973,2c-UpdateInfo,"December 7, 2021",Name Was Updated
2190073136,4-Approved,"December 7, 2021",Card Was Delivered
2190073139,4-Approved,"December 7, 2021",Card Was Delivered
2190026452,4-Approved,"December 10, 2021",Card Was Delivered
2190026455,4-Approved,"December 10, 2021",Card Was Delivered
2190029707,2c-UpdateInfo,"December 10, 2021",Name Was Updated
2190074371,2a-RFE,"December 10, 2021",RFE Responded
2190075043,2a-RFE,"December 10, 2021",RFE Responded
2190075046,2a-RFE,"December 10, 2021",RFE Responded
2190001578,0-Received,"December 13, 2021",Case Was Transferred
2190001581,0-Received,"December 13, 2021",Case Was Transferred
2190010015,0-Received,"December 14, 2021",Case Was Transferred
2190027519,2a-RFE,"December 14, 2021",RFE Responded
2190027522,2a-RFE,"December 14, 2021",RFE Responded
2190027525,2a-RFE,"December 14, 2021",RFE Responded
2190027528,2a-RFE,"December 14, 2021",RFE Responded
2190027531,2a-RFE,"December 14, 2021",RFE Responded
2190002456,9-Others,"December 15, 2021",Request for Additional Information Received
2190027519,2c-UpdateInfo,"December 15, 2021",Name Was Updated
2190027522,2c-UpdateInfo,"December 15, 2021",Name Was Updated
2190027525,2c-UpdateInfo,"December 15, 2021",Name Was Updated
2190027528,2c-UpdateInfo,"December 15, 2021",Name Was Updated
2190027531,2c-UpdateInfo,"December 15, 2021",Name Was Updated
2190130482,2a-RFE,"December 15, 2021",RFE Sent
2190002456,2b-Expedite,"December 16, 2021",Expedite Request Denied
2190024360,2a-RFE,"December 16, 2021",RFE Responded
2190024363,2a-RFE,"December 16, 2021",RFE Responded
2190024366,2a-RFE,"December 16, 2021",RFE Responded
2190005183,0-Received,"December 20, 2021",Case Was Transferred
2190005186,0-Received,"December 20, 2021",Case Was Transferred
2190005189,0-Received,"December 20, 2021",Case Was Transferred
2190005192,0-Received,"December 20, 2021",Case Was Transferred
2190025912,0-Received,"December 20, 2021",Case Was Transferred
2190025915,0-Received,"December 20, 2021",Case Was Transferred
2190047420,0-Received,"December 20, 2021",Case Was Transferred
2190080865,2a-RFE,"December 23, 2021",RFE Responded
2190080868,2a-RFE,"December 23, 2021",RFE Responded
2190080871,2a-RFE,"December 23, 2021",RFE Responded
2190080874,2a-RFE,"December 23, 2021",RFE Responded
2190022019,2a-RFE,"December 27, 2021",RFE Responded
2190022022,2a-RFE,"December 27, 2021",RFE Responded
2190084672,3-Interview,"December 27, 2021",Interview Was Ready
2190022019,2c-UpdateInfo,"December 28, 2021",Name Was Updated
2190022022,2c-UpdateInfo,"December 28, 2021",Name Was Updated
2190084023,2b-Expedite,"December 28, 2021",Expedite Request Denied
2190084641,2b-Expedite,"December 29, 2021",Expedite Request Denied
2190015309,1-Fingerprint-taken,"December 30, 2021",Fingerprints Taken
2190055428,2a-RFE,"December 30, 2021",RFE Responded
