CaseNum,Status_Short,Date,Status,Generated_at,Desc
2190000749,0-Received,2021-10-07,Case Was Transferred,20211007-203308,"On October 7, 2021, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190000749, to another office for processing and sent you a transfer notice. The notice explains why we transferred your case. Please follow the instructions in the notice. If you do not receive your notice by November 6, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190000754,0-Received,2020-10-02,Fingerprint Fee Was Received,20210520-135313,"On October 2, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190000754. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190000757,0-Received,2020-10-02,Fingerprint Fee Was Received,20210520-135313,"On October 2, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190000757. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190000760,0-Received,2020-10-02,Fingerprint Fee Was Received,20210520-135313,"On October 2, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190000760. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001456,2b-Expedite,2021-09-09,Expedite Request Denied,20211004-080437,"On September 9, 2021, we denied your request for expedited processing of your I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001456.  We do not believe, based on a review of your request, that your case meets one or more of the expedite criteria and otherwise merits expedited processing. We review all expedite requests on a case-by-case basis, and we grant them at the discretion of the director.  Information regarding the USCIS expedite policy, including the expedite criteria, is available at www.uscis.gov/forms/expedite-criteria.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001458,0-Received,2020-10-06,Fingerprint Fee Was Received,20210520-135313,"On October 6, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001458. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001469,0-Received,2020-10-06,Fingerprint Fee Was Received,20210520-135313,"On October 6, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001469. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001578,0-Received,2021-12-13,Case Was Transferred,20211214-071209,"On December 13, 2021, your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001578, was transferred to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by January 12, 2022, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001581,0-Received,2021-12-13,Case Was Transferred,20211214-071209,"On December 13, 2021, your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001581, was transferred to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by January 12, 2022, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001656,0-Received,2020-10-06,Fingerprint Fee Was Received,20210520-135313,"On October 6, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001656. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001691,0-Received,2020-09-08,Case Was Received,20210520-135313,"On September 8, 2020, we received your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001691, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001694,0-Received,2020-10-06,Fingerprint Fee Was Received,20210520-135313,"On October 6, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001694. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001697,0-Received,2020-10-06,Fingerprint Fee Was Received,20210520-135313,"On October 6, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001697. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001707,0-Received,2020-10-07,Fingerprint Fee Was Received,20210520-135313,"On October 7, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001707. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001710,0-Received,2020-10-07,Fingerprint Fee Was Received,20210520-135313,"On October 7, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001710. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001716,8-Rejected,2020-10-07,Rejected-Improperly Filed,20210520-135313,"On October 7, 2020, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001716, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001725,0-Received,2020-10-07,Fingerprint Fee Was Received,20210520-135313,"On October 7, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001725. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001807,0-Received,2020-10-07,Fingerprint Fee Was Received,20210520-135313,"On October 7, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001807. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001811,0-Received,2021-11-05,Case Was Transferred,20211105-165946,"On November 5, 2021, your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001811, was transferred to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by December 5, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001814,0-Received,2021-11-05,Case Was Transferred,20211105-165946,"On November 5, 2021, your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001814, was transferred to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by December 5, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001817,0-Received,2021-11-05,Case Was Transferred,20211105-165946,"On November 5, 2021, your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001817, was transferred to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by December 5, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001917,8-Rejected,2020-10-08,Rejected-Improperly Filed,20210520-135313,"On October 8, 2020, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001917, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001926,0-Received,2020-10-08,Fingerprint Fee Was Received,20210520-135313,"On October 8, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001926. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001929,0-Received,2020-10-08,Fingerprint Fee Was Received,20210520-135313,"On October 8, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001929. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190001947,0-Received,2020-10-08,Fingerprint Fee Was Received,20210520-135313,"On October 8, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190001947. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190002038,7-Withdrawn,2021-06-15,Withdrawal Acknowledged,20211004-080437,"On June 15, 2021, we received your request to withdraw your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190002038, and completed our review. We mailed you a Withdrawal Acknowledgment Notice. If you do not receive your Withdrawal Acknowledgment Notice by July 15, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190002040,0-Received,2020-10-08,Fingerprint Fee Was Received,20210520-135313,"On October 8, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190002040. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190002042,0-Received,2020-10-08,Fingerprint Fee Was Received,20210520-135313,"On October 8, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190002042. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190002261,8-Rejected,2020-10-08,Rejected-Improperly Filed,20210520-135313,"On October 8, 2020, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190002261, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190002439,0-Received,2020-10-09,Fingerprint Fee Was Received,20210520-135313,"On October 9, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190002439. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190002442,0-Received,2020-10-09,Fingerprint Fee Was Received,20210520-135313,"On October 9, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190002442. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190002445,2c-UpdateInfo,2021-09-03,Name Was Updated,20211004-080437,"On September 3, 2021, we updated your name for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190002445. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190002456,2b-Expedite,2021-12-16,Expedite Request Denied,20211217-072802,"On December 16, 2021, we denied your request for expedited processing of your I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190002456.  We do not believe, based on a review of your request, that your case meets one or more of the expedite criteria and otherwise merits expedited processing. We review all expedite requests on a case-by-case basis, and we grant them at the discretion of the director.  Information regarding the USCIS expedite policy, including the expedite criteria, is available at www.uscis.gov/forms/expedite-criteria.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190002475,0-Received,2020-10-09,Fingerprint Fee Was Received,20210520-135313,"On October 9, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190002475. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190002478,0-Received,2021-09-02,Case Was Transferred,20211004-080437,"On September 2, 2021, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190002478, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by October 2, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190002641,0-Received,2020-10-09,Fingerprint Fee Was Received,20210520-135313,"On October 9, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190002641. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190002644,0-Received,2020-10-09,Fingerprint Fee Was Received,20210520-135313,"On October 9, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190002644. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190002669,0-Received,2020-10-10,Fingerprint Fee Was Received,20210520-135313,"On October 10, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190002669. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190002672,0-Received,2021-08-13,Case Was Transferred,20211004-080437,"On August 13, 2021, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190002672, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by September 12, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003231,0-Received,2020-10-13,Fingerprint Fee Was Received,20210520-135313,"On October 13, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003231. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003234,0-Received,2020-10-13,Fingerprint Fee Was Received,20210520-135313,"On October 13, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003234. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003301,0-Received,2020-10-14,Fingerprint Fee Was Received,20210520-135313,"On October 14, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003301. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003304,0-Received,2020-10-14,Fingerprint Fee Was Received,20210520-135313,"On October 14, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003304. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003307,0-Received,2020-10-14,Fingerprint Fee Was Received,20210520-135313,"On October 14, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003307. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003311,1-Fingerprint-taken,2021-10-18,Fingerprints Taken,20211018-203813,"As of October 18, 2021, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003311, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2190003362,0-Received,2020-10-14,Fingerprint Fee Was Received,20210520-135313,"On October 14, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003362. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003383,0-Received,2020-10-14,Fingerprint Fee Was Received,20210520-135313,"On October 14, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003383. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003419,0-Received,2021-10-05,Case Was Transferred,20211005-214533,"On October 5, 2021, your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003419, was transferred to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by November 4, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003422,0-Received,2021-10-05,Case Was Transferred,20211005-214533,"On October 5, 2021, your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003422, was transferred to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by November 4, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003425,0-Received,2021-10-05,Case Was Transferred,20211005-214533,"On October 5, 2021, your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003425, was transferred to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by November 4, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003430,0-Received,2020-10-14,Fingerprint Fee Was Received,20210520-135313,"On October 14, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003430. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003433,0-Received,2020-10-14,Fingerprint Fee Was Received,20210520-135313,"On October 14, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003433. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003848,0-Received,2020-10-16,Fingerprint Fee Was Received,20210520-135313,"On October 16, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003848. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003880,0-Received,2020-10-16,Fingerprint Fee Was Received,20210520-135313,"On October 16, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003880. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003894,0-Received,2021-08-19,Case Was Transferred,20211004-080437,"On August 19, 2021, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003894, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by September 18, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190003897,0-Received,2021-08-19,Case Was Transferred,20211004-080437,"On August 19, 2021, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190003897, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by September 18, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190004013,0-Received,2020-10-17,Fingerprint Fee Was Received,20210520-135313,"On October 17, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190004013. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190004016,0-Received,2020-10-17,Fingerprint Fee Was Received,20210520-135313,"On October 17, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190004016. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190004110,0-Received,2020-10-17,Fingerprint Fee Was Received,20210520-135313,"On October 17, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190004110. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190004113,4-Denied,2021-10-19,Case Was Denied,20211020-081841,"On October 19, 2021, we denied your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190004113.  We sent you a denial notice that explains why we denied your case and your options.  Please follow the instructions in the notice.  If you do not receive your denial notice by November 3, 2021, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2190004116,4-Denied,2021-10-19,Case Was Denied,20211020-081841,"On October 19, 2021, we denied your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190004116.  We sent you a denial notice that explains why we denied your case and your options.  Please follow the instructions in the notice.  If you do not receive your denial notice by November 3, 2021, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2190004132,1-Fingerprint-taken,2021-05-03,Fingerprints Taken,20210520-135313,"As of May 3, 2021, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190004132, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2190004383,0-Received,2020-10-19,Fingerprint Fee Was Received,20210520-135313,"On October 19, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190004383. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2190004396,0-Received,2020-10-19,Fingerprint Fee Was Received,20210520-135313,"On October 19, 2020, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2190004396. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
