CaseNum,Status_Short,Date,Status,Generated_at,Desc
1990004430,4-Approved,"January 21, 2022",Card Was Mailed To Me,20220122-043725,"On January 21, 2022, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990004430, to the address you gave us.  If you do not receive your card by February 5, 2022, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990004430,4-Approved,"January 26, 2022",Card Was Delivered,20220127-045402,"On January 26, 2022, the Post Office delivered your new card for Receipt Number WAC1990004430, to the address that you gave us.  The tracking number assigned is 9205590153708617289346.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990005760,0-Received,"October 30, 2018",Case Was Transferred,20210501-235805,"On October 30, 2018, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990005760, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by November 29, 2018, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990005760,2c-UpdateInfo,"December 28, 2021",Name Was Updated,20211229-072130,"On December 28, 2021, we updated your name for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990005760. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990006179,1-Fingerprint-taken,"February 14, 2021",Fingerprints Taken,20210501-235805,"As of February 14, 2021, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990006179, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990006179,2a-RFE,"June 21, 2021",RFE Sent,20210622-045501,"On June 21, 2021, we sent a request for additional evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990006179.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for additional evidence by July 6, 2021, please go to www.uscis.gov/e-request  to request a copy.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990006179,2a-RFE,"July 7, 2021",RFE Responded,20210708-072623,"On July 7, 2021, we received your response to our Request for Evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990006179.  USCIS has begun working on your case again.  We will send you a decision or notify you if we need something from you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990006179,4-Approved,"July 23, 2021",Case Was Approved,20210723-162908,"On July 23, 2021, we approved your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990006179.  We sent you an approval notice.  Please follow the instructions in the notice. If you do not receive your approval notice by August 7, 2021, please go to www.uscis.gov/e-request.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.  "
1990006179,4-Approved,"July 26, 2021",Card Was Mailed To Me,20210726-200833,"On July 26, 2021, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990006179, to the address you gave us.  If you do not receive your card by August 10, 2021, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990006179,4-Approved,"July 29, 2021",Card Was Delivered,20210730-073332,"On July 29, 2021, the Post Office delivered your new card for Receipt Number WAC1990006179, to the address that you gave us.  The tracking number assigned is 9205590153708609658969.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990006200,8-Rejected,"October 3, 2018",Rejected-Improperly Filed,20210501-235805,"On October 3, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990006200, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990006205,8-Rejected,"October 3, 2018",Rejected-Incorrect Fee,20210501-235805,"On October 3, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990006205, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990008033,0-Received,"October 31, 2018",Case Was Transferred,20210501-235805,"On October 31, 2018, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990008033, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by November 30, 2018, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990008036,0-Received,"October 31, 2018",Case Was Transferred,20210501-235805,"On October 31, 2018, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990008036, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by November 30, 2018, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990008039,0-Received,"October 30, 2018",Case Was Transferred,20210501-235805,"On October 30, 2018, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990008039, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by November 29, 2018, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990008039,2a-RFE,"May 18, 2021",RFE Sent,20210519-072248,"On May 18, 2021, we sent a request for additional evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990008039.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for additional evidence by June 2, 2021, please go to www.uscis.gov/e-request  to request a copy.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990008039,2a-RFE,"August 10, 2021",RFE Responded,20210810-203816,"On August 10, 2021, we received your response to our Request for Evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990008039.  USCIS has begun working on your case again.  We will send you a decision or notify you if we need something from you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990008039,4-Approved,"August 27, 2021",New Card Is Being Produced,20210828-081249,"On August 27, 2021, we ordered your new card for Receipt Number WAC1990008039, and will mail it to the address you gave us. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990008039,4-Approved,"September 2, 2021",Case Was Approved,20210902-215126,"On September 2, 2021, we approved your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990008039.  We sent you an approval notice.  Please follow the instructions in the notice. If you do not receive your approval notice by September 17, 2021, please go to www.uscis.gov/e-request.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.  "
1990008039,4-Approved,"September 17, 2021",Card Was Mailed To Me,20210917-222418,"On September 17, 2021, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990008039, to the address you gave us.  If you do not receive your card by October 2, 2021, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990008039,4-Approved,"September 22, 2021",Card Was Delivered,20210923-094126,"On September 22, 2021, the Post Office delivered your new card for Receipt Number WAC1990008039, to the address that you gave us.  The tracking number assigned is 9205590153708612196472.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990009751,8-Rejected,"October 5, 2018",Rejected-Old Version,20210501-235805,"On October 5, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990009751, because you used an old version of the form that we no longer accept.  We mailed your case back to you, including any supporting materials and the payment.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990009809,9-Others,"May 7, 2020",Duplicate Notice Was Mailed,20210501-235805,"On May 7, 2020, we sent you a duplicate notice about a decision on your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990009809, or describing how we will process the case if it is still pending. Your case is located at our Texas Service Center location. Please follow any instructions in the notice. If you do not receive your duplicate notice by June 6, 2020, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990009809,2a-RFE,"July 12, 2021",RFE Sent,20210712-215121,"On July 12, 2021, we sent a request for initial evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990009809.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for evidence by July 27, 2021, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990009809,2a-RFE,"August 6, 2021",RFE Responded,20210806-203822,"On August 6, 2021, we received your response to our Request for Evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990009809.  USCIS has begun working on your case again.  We will send you a decision or notify you if we need something from you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990009809,4-Approved,"August 11, 2021",New Card Is Being Produced,20210811-101331,"On August 11, 2021, we ordered your new card for Receipt Number WAC1990009809, and will mail it to the address you gave us. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990009809,4-Approved,"August 12, 2021",Case Was Approved,20210813-090358,"On August 12, 2021, we approved your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990009809.  We sent you an approval notice.  Please follow the instructions in the notice. If you do not receive your approval notice by August 27, 2021, please go to www.uscis.gov/e-request.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.  "
1990009809,4-Approved,"August 13, 2021",Card Was Mailed To Me,20210813-222758,"On August 13, 2021, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990009809, to the address you gave us.  If you do not receive your card by August 28, 2021, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990009809,4-Approved,"August 18, 2021",Card Was Delivered,20210819-054405,"On August 18, 2021, the Post Office delivered your new card for Receipt Number WAC1990009809, to the address that you gave us.  The tracking number assigned is 9205590153708610510966.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990009927,8-Rejected,"October 8, 2018",Rejected-Improperly Filed,20210501-235805,"On October 8, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990009927, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990010929,0-Received,"October 31, 2018",Case Was Transferred,20210501-235805,"On October 31, 2018, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990010929, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by November 30, 2018, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990011913,8-Rejected,"October 9, 2018",Rejected-Old Version,20210501-235805,"On October 9, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990011913, because you used an old version of the form that we no longer accept.  We mailed your case back to you, including any supporting materials and the payment.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990012274,4-Approved,"August 28, 2020",Card Was Mailed To Me,20210501-235805,"On August 28, 2020, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012274, to the address you gave us.  If you do not receive your card by September 12, 2020, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990012277,4-Approved,"August 28, 2020",Card Was Mailed To Me,20210501-235805,"On August 28, 2020, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012277, to the address you gave us.  If you do not receive your card by September 12, 2020, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990012360,8-Rejected,"October 9, 2018",Rejected-Improperly Filed,20210501-235805,"On October 9, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012360, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990012363,8-Rejected,"October 9, 2018",Rejected-Improperly Filed,20210501-235805,"On October 9, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012363, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990012366,8-Rejected,"October 9, 2018",Rejected-Improperly Filed,20210501-235805,"On October 9, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012366, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990012488,0-Received,"October 31, 2018",Case Was Transferred,20210501-235805,"On October 31, 2018, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012488, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by November 30, 2018, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990012488,1-Fingerprint-taken,"February 7, 2022",Fingerprints Taken,20220209-045508,"As of February 7, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012488, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990012497,4-Approved,"May 21, 2019",Card Was Mailed To Me,20210501-235805,"On May 21, 2019, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012497, to the address you gave us.  If you do not receive your card by June 5, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990012540,4-Approved,"May 14, 2019",Card Was Mailed To Me,20210501-235805,"On May 14, 2019, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012540, to the address you gave us.  If you do not receive your card by May 29, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990012543,4-Approved,"May 14, 2019",Card Was Mailed To Me,20210501-235805,"On May 14, 2019, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012543, to the address you gave us.  If you do not receive your card by May 29, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990013018,8-Rejected,"October 10, 2018",Rejected-Improperly Filed,20210501-235805,"On October 10, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990013018, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990013021,8-Rejected,"October 10, 2018",Rejected-No Signature,20210501-235805,"On October 10, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990013021, because you did not sign your form.  We mailed your case back to you, including any supporting materials.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990013024,8-Rejected,"October 10, 2018",Rejected-Improperly Filed,20210501-235805,"On October 10, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990013024, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990013458,7-Withdrawn,"February 19, 2019",Withdrawal Acknowledged,20210501-235805,"On February 19, 2019, we received your request to withdraw your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990013458, and completed our review. We mailed you a Withdrawal Acknowledgment Notice. If you do not receive your Withdrawal Acknowledgment Notice by March 21, 2019, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990013464,0-Received,"October 31, 2018",Case Was Transferred,20210501-235805,"On October 31, 2018, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990013464, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by November 30, 2018, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990013464,2a-RFE,"November 9, 2021",RFE Sent,20211109-195121,"On November 9, 2021, we sent a request for initial evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990013464.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for evidence by November 24, 2021, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990013464,2a-RFE,"December 30, 2021",RFE Responded,20211231-091902,"On December 30, 2021, we received your response to our Request for Evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990013464.  USCIS has begun working on your case again.  We will send you a decision or notify you if we need something from you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990013464,4-Approved,"January 13, 2022",Case Was Approved,20220114-084454,"On January 13, 2022, we approved your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990013464.  We sent you an approval notice.  Please follow the instructions in the notice. If you do not receive your approval notice by January 28, 2022, please go to www.uscis.gov/e-request.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.  "
1990013464,4-Approved,"January 18, 2022",Card Was Mailed To Me,20220119-040931,"On January 18, 2022, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990013464, to the address you gave us.  If you do not receive your card by February 2, 2022, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990013464,4-Approved,"January 21, 2022",Card Was Delivered,20220122-043725,"On January 21, 2022, the Post Office delivered your new card for Receipt Number WAC1990013464, to the address that you gave us.  The tracking number assigned is 9205590153708419778598.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990014406,0-Received,"November 5, 2019",Case Was Transferred,20210501-235805,"On November 5, 2019, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990014406, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by December 5, 2019, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990014406,4-Approved,"August 24, 2021",New Card Is Being Produced,20210825-095231,"On August 24, 2021, we ordered your new card for Receipt Number WAC1990014406, and will mail it to the address you gave us. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990014406,4-Approved,"August 25, 2021",Case Was Approved,20210826-063724,"On August 25, 2021, we approved your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990014406.  We sent you an approval notice.  Please follow the instructions in the notice. If you do not receive your approval notice by September 9, 2021, please go to www.uscis.gov/e-request.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.  "
1990014406,4-Approved,"August 27, 2021",Card Was Mailed To Me,20210828-081249,"On August 27, 2021, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990014406, to the address you gave us.  If you do not receive your card by September 11, 2021, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990014406,4-Approved,"September 1, 2021",Card Was Delivered,20210902-080741,"On September 1, 2021, the Post Office delivered your new card for Receipt Number WAC1990014406, to the address that you gave us.  The tracking number assigned is 9205590153708611224985.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990015007,2a-RFE,"August 29, 2019",RFE Responded,20210501-235805,"On August 29, 2019, we received your response to our Request for Evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990015007.  USCIS has begun working on your case again.  We will send you a decision or notify you if we need something from you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
