CaseNum,Status_Short,Date,Status,Generated_at,Desc
1990012366,8-Rejected,2018-10-09,Rejected-Improperly Filed,20210501-235805,"On October 9, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012366, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990012488,1-Fingerprint-taken,2022-02-07,Fingerprints Taken,20220209-045508,"As of February 7, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012488, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990012497,4-Approved,2019-05-21,Card Was Mailed To Me,20210501-235805,"On May 21, 2019, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012497, to the address you gave us.  If you do not receive your card by June 5, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990012540,4-Approved,2019-05-14,Card Was Mailed To Me,20210501-235805,"On May 14, 2019, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012540, to the address you gave us.  If you do not receive your card by May 29, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990012543,4-Approved,2019-05-14,Card Was Mailed To Me,20210501-235805,"On May 14, 2019, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990012543, to the address you gave us.  If you do not receive your card by May 29, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990013018,8-Rejected,2018-10-10,Rejected-Improperly Filed,20210501-235805,"On October 10, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990013018, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990013021,8-Rejected,2018-10-10,Rejected-No Signature,20210501-235805,"On October 10, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990013021, because you did not sign your form.  We mailed your case back to you, including any supporting materials.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990013024,8-Rejected,2018-10-10,Rejected-Improperly Filed,20210501-235805,"On October 10, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990013024, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990013458,7-Withdrawn,2019-02-19,Withdrawal Acknowledged,20210501-235805,"On February 19, 2019, we received your request to withdraw your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990013458, and completed our review. We mailed you a Withdrawal Acknowledgment Notice. If you do not receive your Withdrawal Acknowledgment Notice by March 21, 2019, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990013464,4-Approved,2022-01-21,Card Was Delivered,20220122-043725,"On January 21, 2022, the Post Office delivered your new card for Receipt Number WAC1990013464, to the address that you gave us.  The tracking number assigned is 9205590153708419778598.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990014406,4-Approved,2021-09-01,Card Was Delivered,20210902-080741,"On September 1, 2021, the Post Office delivered your new card for Receipt Number WAC1990014406, to the address that you gave us.  The tracking number assigned is 9205590153708611224985.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990015007,2a-RFE,2019-08-29,RFE Responded,20210501-235805,"On August 29, 2019, we received your response to our Request for Evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990015007.  USCIS has begun working on your case again.  We will send you a decision or notify you if we need something from you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990015010,4-Denied,2021-03-24,Case Was Denied,20210501-235805,"On March 24, 2021, we denied your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990015010.  We sent you a denial notice that explains why we denied your case and your options.  Please follow the instructions in the notice.  If you do not receive your denial notice by April 8, 2021, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990015298,8-Rejected,2018-10-11,Rejected-Incorrect Fee and NoSign,20210501-235805,"On October 11, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990015298, because you did not sign the form and the fee you paid was incorrect.  We mailed your case back to you, including any supporting materials and the payment.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990015688,8-Rejected,2018-10-11,Rejected-Old Version,20210501-235805,"On October 11, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990015688, because you used an old version of the form that we no longer accept.  We mailed your case back to you, including any supporting materials and the payment.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990016055,2c-UpdateInfo,2021-04-01,Name Was Updated,20210501-235805,"On April 1, 2021, we updated your name for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990016055. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990017563,4-Approved,2021-10-01,Card Was Delivered,20211003-075557,"On October 1, 2021, the Post Office delivered your new card for Receipt Number WAC1990017563, to the address that you gave us.  The tracking number assigned is 9205590153708612631850.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990017608,1-Fingerprint-taken,2021-12-30,Fingerprints Taken,20211230-075700,"As of December 30, 2021, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990017608, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990017610,0-Received,2021-04-06,Case Was Transferred,20210501-235805,"On April 6, 2021, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990017610, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by May 6, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990018585,4-Approved,2021-12-29,Card Was Delivered,20211230-075700,"On December 29, 2021, the Post Office delivered your new card for Receipt Number WAC1990018585, to the address that you gave us.  The tracking number assigned is 9205590153708616080425.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990018589,0-Received,2018-11-07,Case Was Transferred,20210501-235805,"On November 7, 2018, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990018589, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by December 7, 2018, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990018632,4-Approved,2019-05-22,Card Was Mailed To Me,20210501-235805,"On May 22, 2019, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990018632, to the address you gave us.  If you do not receive your card by June 6, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990018638,4-Approved,2019-05-16,Card Was Mailed To Me,20210501-235805,"On May 16, 2019, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990018638, to the address you gave us.  If you do not receive your card by May 31, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990018641,4-Approved,2019-05-16,Card Was Mailed To Me,20210501-235805,"On May 16, 2019, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990018641, to the address you gave us.  If you do not receive your card by May 31, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990020546,4-Approved,2022-02-03,Card Was Delivered,20220204-044540,"On February 3, 2022, the Post Office delivered your new card for Receipt Number WAC1990020546, to the address that you gave us.  The tracking number assigned is 9205590153708617630995.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990020549,4-Approved,2022-02-03,Card Was Delivered,20220204-044540,"On February 3, 2022, the Post Office delivered your new card for Receipt Number WAC1990020549, to the address that you gave us.  The tracking number assigned is 9205590153708617630223.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990020552,4-Approved,2022-02-03,Card Was Delivered,20220204-044540,"On February 3, 2022, the Post Office delivered your new card for Receipt Number WAC1990020552, to the address that you gave us.  The tracking number assigned is 9205590153708617632159.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990020553,4-Approved,2022-02-07,Card Was Delivered,20220209-045508,"On February 7, 2022, the Post Office delivered your new card for Receipt Number WAC1990020553, to the address that you gave us.  The tracking number assigned is 9205590153708420394480.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990020757,8-Rejected,2018-10-16,Rejected-Incorrect Fee,20210501-235805,"On October 16, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990020757, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990020903,0-Received,2021-08-30,Case Was Transferred,20210831-074609,"On August 30, 2021, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990020903, to another office for processing and sent you a transfer notice. The notice explains why we transferred your case. Please follow the instructions in the notice. If you do not receive your notice by September 29, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990020906,0-Received,2021-11-12,Case Was Transferred,20211112-155652,"On November 12, 2021, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990020906, to another office for processing and sent you a transfer notice. The notice explains why we transferred your case. Please follow the instructions in the notice. If you do not receive your notice by December 12, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990020909,0-Received,2021-11-12,Case Was Transferred,20211112-155652,"On November 12, 2021, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990020909, to another office for processing and sent you a transfer notice. The notice explains why we transferred your case. Please follow the instructions in the notice. If you do not receive your notice by December 12, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990020912,0-Received,2021-11-12,Case Was Transferred,20211112-155652,"On November 12, 2021, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990020912, to another office for processing and sent you a transfer notice. The notice explains why we transferred your case. Please follow the instructions in the notice. If you do not receive your notice by December 12, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990020915,0-Received,2021-11-12,Case Was Transferred,20211112-155652,"On November 12, 2021, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990020915, to another office for processing and sent you a transfer notice. The notice explains why we transferred your case. Please follow the instructions in the notice. If you do not receive your notice by December 12, 2021, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990020956,8-Rejected,2018-10-17,Rejected-Improperly Filed,20210501-235805,"On October 17, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990020956, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990020971,4-Approved,2019-06-18,Card Was Mailed To Me,20210501-235805,"On June 18, 2019, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990020971, to the address you gave us.  If you do not receive your card by July 3, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990020974,4-Approved,2019-06-18,Card Was Mailed To Me,20210501-235805,"On June 18, 2019, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990020974, to the address you gave us.  If you do not receive your card by July 3, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990024456,8-Rejected,2018-10-19,Rejected-Improperly Filed,20210501-235805,"On October 19, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990024456, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990024625,4-Approved,2020-09-18,Case Was Approved,20210501-235805,"On September 18, 2020, we approved your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990024625.  We sent you an approval notice.  Please follow the instructions in the notice. If you do not receive your approval notice by October 3, 2020, please go to www.uscis.gov/e-request.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.  "
1990024824,8-Rejected,2018-10-19,Rejected-Incorrect Fee,20210501-235805,"On October 19, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990024824, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990024826,8-Rejected,2018-10-19,Rejected-Incorrect Fee,20210501-235805,"On October 19, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990024826, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990024828,8-Rejected,2018-10-19,Rejected-Incorrect Fee,20210501-235805,"On October 19, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990024828, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990024830,8-Rejected,2018-10-19,Rejected-Incorrect Fee,20210501-235805,"On October 19, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990024830, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990025407,2a-RFE,2022-03-07,RFE Sent,20220308-063152,"On March 7, 2022, we sent a request for additional evidence for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990025407.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for additional evidence by March 22, 2022, please go to www.uscis.gov/e-request  to request a copy.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
1990027546,4-Approved,2022-03-03,Card Was Delivered,20220304-080941,"On March 3, 2022, the Post Office delivered your new card for Receipt Number WAC1990027546, to the address that you gave us.  The tracking number assigned is 9205590179168812080854.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
1990027599,8-Rejected,2018-10-23,Rejected-Improperly Filed,20210501-235805,"On October 23, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC1990027599, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
